序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,259439240321,3493104319465655,暗区猫鼠Lx_小es,4,保密,主播，能测一下吗？新干员的飞刃盾哥的盾能挡吗？,2025-04-13 15:31:41,0,0,"需要点赞的加
V：wxid_p579ryuv97qt22",未知,否,https://i2.hdslb.com/bfs/face/df091d675ce712d94d2ef4fbd46e2f20075a7374.jpg,Expectation
2,0,259257438529,631387480,城愿,6,男,放制导前开个夜视岂不是猛猛刷分,2025-04-11 13:01:30,0,0,Minecraft创作者,未知,否,https://i1.hdslb.com/bfs/face/fd4fff8cd770a1e9def3c99434b4d26df43ff7c2.jpg,Expectation
3,0,259138301601,516826398,蹲家老宅,5,保密,真不如分阶段天黑，比如第一个点黄昏，第二个点变黑，第三个点午夜这种感觉，或者直接按时间天逐渐变黑,2025-04-10 02:54:20,0,0,来查成分了？,未知,否,https://i0.hdslb.com/bfs/face/be91099cde60f60af003c06ce3ccd392cc3329be.jpg,Expectation
4,0,259119701473,247487780,啊字怎么说,6,保密,夜间模式买夜视仪是为了看得清楚，那想看得清楚为什么不去玩正常模式？黑灯瞎火找不痛快[翻白眼],2025-04-09 16:52:36,0,0,.,未知,否,https://i2.hdslb.com/bfs/face/b3d135e43b6e13ac5b72dc23185d42da3c4bcb75.jpg,Disgust
5,0,259071814881,652243275,南尘有梦,5,保密,堑壕下午战[doge],2025-04-09 05:56:09,0,2,,未知,否,https://i0.hdslb.com/bfs/face/b131379eacd8c1e1af03512064b30c01b00878ea.jpg,Neutral
6,0,259067207857,523664059,影朔w,5,保密,喷火器是不是快速摧毁防御工事用的[思考],2025-04-09 04:46:13,1,1,,未知,是,https://i1.hdslb.com/bfs/face/f62e6d0f95cb92b36f79c4b59ee7f3a143b25e92.jpg,Expectation
7,0,259065603809,481222960,星下追梦,5,保密,没人一起玩还是太无聊了，周围没人玩三角洲,2025-04-09 04:25:39,0,0,,未知,是,https://i1.hdslb.com/bfs/face/c21a09ac85fc007667003fb92f57a4f09728c069.jpg,Sadness
8,0,259049293969,3546761410906775,寂静除夕夜小号,3,保密,S2我救人最强，S3我路边一条,2025-04-08 22:29:59,7,37,我是温迪的狗,未知,否,https://i2.hdslb.com/bfs/face/88a353694bd7b6840962ff970abf72554714087b.jpg,Sadness
9,0,259906428480,343072006,沈香醉,5,保密,三角洲的积分奖励系统是叠加的，应该做不到无限续杯，以重生信标为例，第一次是8000积分，第二次就是12000了，也就是第二发是第一发的150%积分才可以，夜视仪虽然便宜但50秒的使用时间第二次叠加应该是750分，这么短的时间内噶8个很难做到[无语][无语],2025-04-08 20:55:58,0,1,品香我们是认真的 13944815807,未知,否,http://i1.hdslb.com/bfs/face/80f29f540e35f81f84452f16ebe3375a285005da.jpg,Disgust
10,0,259047857537,3546844592343589,-轩宣-,3,保密,"为啥敌对阵营的喷火兵喷人就那么痛？[笑哭]另外小小宣传一下
接哈佛币带肝[doge]
100W=8r(首单送100万
500W=40R 
1000W=80R
2000W=160R
3000W=240R

纯手工跑刀不消耗仓库物资，部门或者赛季任务顺路可做，需要留红或者钥匙什么的提前说好（按打出来的时候卖商人或者挂市场收益算）
纯绿玩！！！可直播打[脱单doge]

up打扰了，介意可删[给心心]",2025-04-08 20:29:55,0,0,需要肝币币的板板看这里→V信:sgtfadvhhyy,未知,否,https://i1.hdslb.com/bfs/face/ff191591bd7b574171115ee2b52aecfb534ffdb0.jpg,Neutral
