序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,261861970752,6891643,浮世的梅,6,女,3x3就是策划想让你点他们官方护航作的[吃瓜],2025-05-02 18:58:14,0,0,淦( ｰ̀εｰ́ ),未知,否,https://i1.hdslb.com/bfs/face/08b620e22dc8729160ee26af9837524ed0c5f4c0.jpg,Disgust
2,0,261413145408,544471208,泽村太太心有我,5,男,滑膛枪还是好带的，每次遇到都能带出来，上个赛季出了三把，这赛季出了一把[doge],2025-04-27 09:55:24,1,0,,未知,否,https://i2.hdslb.com/bfs/face/8a7fe0d976fc54132b452c36f3ef47dc7e1398a1.jpg,Joy
3,0,260370637953,454379472,宇素,5,保密,赛季前开始做任务没固定队你就做去吧 一做一个不知声  天天血压呼呼的上去,2025-04-25 18:42:12,1,1,,未知,否,http://i0.hdslb.com/bfs/face/0d90576b1cf19c4f348d9952fdbb8fb1d76f3897.jpg,Anger
4,0,261134616624,7657132,陆英大魔王,6,男,"33肯定是越早做越好，因为越早做，大家都在做任务，最早的一批不会卡任务，典型就是中间标杆和失去联系，做得早，折翼根本就没人管，随便做，拿砖杀人也是，遇到砖杀个任务仔然后直接破译都没人管；
这些会卡人的任务之所以会卡人，就是因为最早的一批已经做完了这些任务，他们已经无所谓了，他们现在就成了卡你的人，这样的人会随着33完成的人越多而越多；
33难做说白了就是那几个卡人任务难做，卡人的人越来越多，那卡人的任务自然越来越难做，就这么个简单逻辑",2025-04-24 00:25:32,0,0,嘻嘻,未知,否,https://i1.hdslb.com/bfs/face/d8a284fe68d1c09098717360729ad7f14cc69cdc.jpg,Expectation
5,0,260160699537,36121673,我呵呵的笑看,6,男,这任务要么早做要么迟做，早做可以做大队人还没做到的任务，还能蹲大部队进度的任务来做杀人，趁每个人都有自己的事要干的时候完成更难的任务；迟做强度更低任务没人抢。混大部队进度就很难做，比如观光客，比如折翼飞升，比如失去联系,2025-04-23 03:44:40,0,1,"Fadeline#193484687
",未知,否,https://i2.hdslb.com/bfs/face/f7a2fe4bd267fab108c1eeba149fd27ff1e85433.jpg,Expectation
6,0,260146839217,33336356,东方士织酱,6,保密,只剩收集者356了[害羞],2025-04-22 22:12:26,0,0,喜欢幽香，喜欢动漫，喜欢赛马娘，代马娘鸣潮洲Q1544547313,未知,否,https://i2.hdslb.com/bfs/face/121c938e7c502e1f51094c9578ae4d8aaf3ed376.jpg,Neutral
7,0,260143485329,362098761,夜寒钰,5,保密,这个b心脏支架根本找不到,2025-04-22 18:17:51,2,0,,未知,否,http://i0.hdslb.com/bfs/face/14af7d05ad8a99d1f0431dbe55f96db077afb3f3.jpg,Regret
8,0,260095884017,9567585,尊尼霍加丶,6,保密,与此同时，赛季初猛攻哥们都在做任务，核心区很容易没人吃，昨天一个人单三吃了整个巴别塔一个真人没遇到,2025-04-22 05:55:07,0,0,,未知,否,https://i0.hdslb.com/bfs/face/6779924c657cf2ff08452a26258f4b94227d799a.webp,Neutral
9,0,260093917409,390312453,封影劫难,5,男,任务不是难，而是恶心，你要明白。,2025-04-22 05:19:41,0,0,,未知,是,https://i0.hdslb.com/bfs/face/e6d7a1cedd5143b3899cb656128a0aa001d6efa2.jpg,Disgust
10,0,260979679296,314595538,CaoXueLun,6,保密,玩了三赛季，就三把，一个做任务抢的，两个东楼经理室出的，都是上赛季。,2025-04-21 23:24:50,0,0,,未知,否,https://i1.hdslb.com/bfs/face/d55042dfd2a49621085bf70ead94de97ef011911.jpg,Neutral
