序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,262145787664,3546885218371701,水源千鹤nvn,2,保密,请问我可以开DMA吗？🤣🤣🤣,2025-05-06 03:35:34,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
2,0,261159213217,1121210651,一只明码标价的普鲁士,4,男,21分钟多那块的视频是哪个UP主的啊？谁能告诉我？谢谢,2025-05-05 11:12:23,0,0,六年级学生，喜欢看书与MC，英语PET，编程二级，自学初中课程，已经当了一年UP主了，MC号:精神苦瓜DDDK，可以加我。,未知,否,https://i2.hdslb.com/bfs/face/0e257b77d7c4c0f55eb1b7dda20a47a8af6eddd2.jpg,Neutral
3,0,262010188544,3546646669429321,GTI干员王宇昊,3,男,好好好，57分十几秒的时候上演真人War game,2025-05-04 11:44:28,0,0,Metro-鸽铁6号线,未知,否,https://i1.hdslb.com/bfs/face/bfed67c506935badbc6c85ebc8c41f9761504f64.jpg,Joy
4,0,262008398480,3546646669429321,GTI干员王宇昊,3,男,聪聪？@Always聪聪,2025-05-04 11:25:54,0,0,Metro-鸽铁6号线,未知,否,https://i1.hdslb.com/bfs/face/bfed67c506935badbc6c85ebc8c41f9761504f64.jpg,Neutral
5,0,262008428864,3546646669429321,GTI干员王宇昊,3,男,哎，不是这红狼的声音，怎么跟游戏里乌鲁鲁的差不多？,2025-05-04 11:25:21,0,0,Metro-鸽铁6号线,未知,否,https://i1.hdslb.com/bfs/face/bfed67c506935badbc6c85ebc8c41f9761504f64.jpg,Surprise
6,0,262008202544,3546646669429321,GTI干员王宇昊,3,男,[doge_金箍][doge_金箍][doge_金箍],2025-05-04 11:23:27,0,0,Metro-鸽铁6号线,未知,否,https://i1.hdslb.com/bfs/face/bfed67c506935badbc6c85ebc8c41f9761504f64.jpg,Neutral
7,0,261984585440,3493294279494040,甜瓜军和Bike,4,男,红狼出场戏份真少[大哭],2025-05-04 06:23:10,0,0,"甜瓜剧场创作者
一个2012年出生的入",未知,否,https://i1.hdslb.com/bfs/face/cd010e56e4435054e42107ee070b7d0391065815.jpg,Sadness
8,0,260912877377,3546655324375486,bili_95847128074,2,保密,嗯，知识阿列克谢和佐亚都是俄罗斯人。,2025-05-02 14:44:27,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
9,0,261707295456,3546843443103900,更好更强更大的绅士,2,保密,第一个红,2025-05-01 03:21:12,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
10,0,261707170464,3546843443103900,更好更强更大的绅士,2,保密,666🤣🤣🤣,2025-05-01 03:19:56,0,1,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
11,0,261658997920,3546698546677906,蓝轩疾,2,保密,没有老太,2025-04-30 11:31:19,0,0,,未知,否,https://i1.hdslb.com/bfs/face/96abf1a1bb5a1032017294e271b5713155b71865.jpg,Neutral
12,0,261324853712,3546724303899245,明敏你了,2,保密,做我的,2025-04-26 07:53:51,0,0,,未知,否,https://i2.hdslb.com/bfs/face/432eb4cc7730783c58e0a0944b0b3d3eaa8bb04e.jpg,Neutral
13,0,260190824449,3546556301052085,天20100210,3,男,怎么还有老李船长？,2025-04-23 11:25:59,0,1,,未知,否,https://i1.hdslb.com/bfs/face/22fdaf5132621423b932be1da692ea42f00d9d94.jpg,Neutral
14,0,260117159857,3537122000636084,纯属小只因,4,男,为什么开头没有深蓝，因为刚从俄乌前线回来🤓,2025-04-22 11:40:36,0,0,被自己唐死了,未知,否,https://i2.hdslb.com/bfs/face/52bc8fdffa111d832d02bc99af809c56d1da27d8.jpg,Neutral
15,0,260105711745,1277561598,tg_tg_tg,5,保密,@桜树街道,2025-04-22 09:06:26,0,0,Charlie_Sealxtg|号主好友SX和rad(lyh)有时候会发视频哦|号主好友的好友Charlie 也会发|,未知,否,https://i0.hdslb.com/bfs/face/af239f7145ebe7fa0cdfe52b0742bd0916e86b08.jpg,Neutral
16,0,260968910896,3493294883473816,富康小区,4,男,哎，等会，不对劲，怎么还有拔叔？,2025-04-21 16:12:00,0,0,苦逼的打工人,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Surprise
17,0,259828474993,3546609241557290,萨卡板甲鱼鱼群,2,保密,编舞燃尽的一局,2025-04-18 23:35:39,0,1,,未知,否,https://i2.hdslb.com/bfs/face/51d0c2a7509b36cde62e180f0ab56cfc6d0435b1.jpg,Joy
18,0,259810321025,3546838661597267,13246572345,3,保密,收到了，好吧，已经上大分了。,2025-04-18 14:56:34,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
19,0,260693384432,3546837256506331,远古磁力笔,3,保密,6：00,2025-04-18 13:02:54,0,1,豪伟风流今犹在，杰观和气遍天台。,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
20,0,259717556625,3546794564782883,欢风制作室,3,保密,这后面都是啥呀？,2025-04-17 11:38:48,0,0,一时不行，只是一时，终有一日，东山再起。,未知,否,https://i2.hdslb.com/bfs/face/9806fe72999116d028fac76e3d6d000d6884b793.jpg,Neutral
21,0,260432943152,43818314,4667643437657676,5,男,我建了一个三角洲的微信群 已经有几十个人了，谁想加，没事的时候可以一起打游戏，就当交朋友了 扣一包回 [呲牙],2025-04-15 08:05:49,0,0,,未知,否,https://i2.hdslb.com/bfs/face/57f792cf726ade2bf2cf9398a61c5a17c2c72511.jpg,Neutral
22,0,260211216720,512937328,静死思,4,保密,【千恋万花表情包_芳乃Ciallo】【千恋万花表情包_丛雨Ciallo】【千恋万花表情包_茉子Ciallo】【千恋万花表情包_蕾娜Ciallo】,2025-04-12 12:51:59,0,0,,未知,是,https://i1.hdslb.com/bfs/face/ca776b0641ff5157a7d8c303b677416beb79ccec.jpg,Neutral
23,0,260211171408,512937328,静死思,4,保密,[小A和小B_报警],2025-04-12 12:51:49,0,0,,未知,是,https://i1.hdslb.com/bfs/face/ca776b0641ff5157a7d8c303b677416beb79ccec.jpg,Neutral
24,0,260211166272,512937328,静死思,4,保密,【千恋万花表情包_芳乃Ciallo】【千恋万花表情包_丛雨Ciallo】【千恋万花表情包_茉子Ciallo】【千恋万花表情包_蕾娜Ciallo】,2025-04-12 12:51:39,0,0,,未知,是,https://i1.hdslb.com/bfs/face/ca776b0641ff5157a7d8c303b677416beb79ccec.jpg,Neutral
25,0,259164811057,3546785777715679,E只衫岁的猫,3,男,拔叔也是个好好做人的[笑][笑][笑],2025-04-10 09:57:45,0,0,远看像个黑莓，近看像只猫，又黑又黑的猫，谁不爱？,未知,否,https://i1.hdslb.com/bfs/face/8ef6aaf172ae248371c8b557cb03b2e8f8ae015a.jpg,Neutral
26,0,259121251233,94603689,烦烦要爱护花草树木,6,女,？为什么我有三连记录，我没看过这个啊,2025-04-09 17:26:34,0,0,热爱可抵岁月漫长,未知,否,http://i2.hdslb.com/bfs/face/dda0b7bbf6c898f50811408ff95b8f7db5b0d774.jpg,Neutral
