序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260953876448,1138244571,狐仙戏法,5,男,捡垃圾带250，你是想给修脚鼠鼠送好武器吗,2025-04-21 13:15:10,0,0,吾乃狐缘之仙，天赐之仙,未知,否,https://i0.hdslb.com/bfs/face/3501382a6a70b973ec4421c22280b0632424addf.jpg,Disgust
2,0,259557282193,32500753,晓蔷许,6,保密,我最多也碰到过连续 5 把塔里出塔被进塔的踹死，进塔被踹死，还没有进塔被旁边一队踹死唯一一次进塔得吃保险到被踹死没有回本[笑哭]。,2025-04-15 09:16:08,0,0,呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵哈呵呵呵呵呵呵呵呵呵呵呵呵哈呵呵呵呵,未知,是,https://i1.hdslb.com/bfs/face/a78528ef9051472a9d9d32a23f24d9c862680011.jpg,Sadness
3,0,260358884976,483092608,风瀞直人凉,6,男,手游端cs真是多啊,2025-04-14 08:45:26,0,0,⊙该账号已被永久封禁,未知,否,https://i1.hdslb.com/bfs/face/5a782292a7d554f44c5f3eb6da203ca43e9365b6.jpg,Disgust
4,0,259383510097,414746073,方块啊兽,5,保密,手游是这样的,2025-04-13 03:23:14,0,0,,未知,是,https://i0.hdslb.com/bfs/face/fda62abe2a47f24ddc66257557ee6f51a43d73f7.jpg,Neutral
5,0,259963319056,351009201,万泉部诗人78,5,保密,巴别塔一号位我单三都能随便得吃，你有野排队友还总死？买张供电卡单三直接刷，抓你来你转点或者躲起来不就得了,2025-04-09 13:25:38,0,0,哭唧唧,未知,是,https://i0.hdslb.com/bfs/face/6a48951721c303acce3c3e94a8670446da941178.jpg,Disgust
6,0,258851795345,312082385,好曦正在上演,5,男,猛攻发配边疆，鼠鼠巴别塔一号位。（巴克仕）,2025-04-06 09:19:44,0,1,你昨日的愿望，我今日的梦想。,未知,否,https://i2.hdslb.com/bfs/face/1b4e6ccc1e161f28facdd0be60d4c0864ed8675b.jpg,Neutral
7,0,258759102513,271649671,白子三号,5,保密,刷集市就老实了,2025-04-05 08:44:14,0,1,,未知,是,https://i1.hdslb.com/bfs/face/104dcaca4e5229734731efd29e3eeac63f30ce7b.jpg,Neutral
8,0,259589408080,392589932,仙人抚苟顶,5,男,三排只要起五套基本上都是刷塔里,2025-04-05 04:55:39,0,1,接三角洲行动跑刀哈夫币，7r=100w，纯绿跑刀，要求可提，加v：xx2923756957,未知,否,https://i2.hdslb.com/bfs/face/481b8e9b794762dcb0f86bb2b472f18928728199.jpg,Neutral
9,0,259584779680,1102847635,好困啊想一睡不起,5,男,我开机密巴克什，东城卧室，三个容器俩蓝俩绿，这对吗[笑哭],2025-04-05 04:04:13,0,1,高中痛苦三年保送大专,未知,否,https://i1.hdslb.com/bfs/face/fface36f73d826a865d91f61e13986ef6068ade2.jpg,Neutral
10,0,258725962609,162601853,巴巴爸爸表白,3,保密,员工通道八次,2025-04-05 00:44:53,0,1,,未知,否,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg,Neutral
11,0,259512712800,454741943,理想的夏日,5,保密,这出生点位真就像经过检测一样，晚上我跟队友起好装备，把把都是东楼一号位，换都不换一下,2025-04-04 07:33:47,1,1,,未知,否,https://i2.hdslb.com/bfs/face/d7dcfde43c8385cb39f2e786b3578a6cd3db92fa.jpg,Disgust
12,0,258621666721,413789489,美尔你好,6,保密,就刚好死不了，就刚刚好，饿不死[妙啊],2025-04-03 15:39:19,0,0,胜算怎么只有3成？,未知,否,https://i2.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg,Neutral
13,0,258609276609,1310897351,OrdnAryo,4,保密,《科恩币》,2025-04-03 13:09:03,0,0,,未知,是,https://i2.hdslb.com/bfs/face/2e965c341fcbbd8252a40a8e3115a1b08bf684dd.jpg,Neutral
14,0,259430876032,60933915,季夏十叁i,6,保密,难怪左门保安围进塔总有一个鼠鼠直接往外窜[笑哭] 顺手逮捕真是对不起了,2025-04-03 09:22:13,0,0,小破站 nb,未知,是,https://i0.hdslb.com/bfs/face/a2f01ec1473365100e0b3437e875f533385a54cc.jpg,Joy
15,0,259345284688,2075862406,Itsveryeasyt,4,保密,跟我今天一模一样,2025-04-02 09:52:33,0,0,,未知,否,https://i1.hdslb.com/bfs/face/af9bf2714e82e39546719d210222955efe8b596b.jpg,Neutral
16,0,259263297728,21001226,狂热丨小九酒,6,男,狗牌有啥用[思考],2025-04-01 10:20:02,2,1,你大爷永远都是你大爷,未知,是,http://i2.hdslb.com/bfs/face/4737e74f78703df9db352ac01dea2d2ba7b2d1c3.jpg,Neutral
17,0,258313956721,34507280,穂穂最喜欢的一集,6,女,手游是这样的,2025-03-31 01:58:22,0,0,为终鄢的世界献上祝福,未知,否,https://i2.hdslb.com/bfs/face/ab68a13616343ff790fd64e0dd6e2deae1144af1.jpg,Neutral
18,0,259059330752,1954595947,許下的約定,5,保密,他俩出生队友id:人老实话不多/我也小鹿乱撞过[doge],2025-03-30 03:12:26,0,0,,未知,否,https://i1.hdslb.com/bfs/face/16cef2b766b18828a82fefb56da6bbc4e94acae5.jpg,Neutral
