序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,259190445953,313985870,Tobby0818,6,男,普拉达绿石材在水头多的事，都往外说是意大利的[翻白眼],2025-04-10 15:27:08,0,0,"VIP 
Bink
Ikonic
Neverland
",未知,是,https://i2.hdslb.com/bfs/face/45e19bdcc8b5e8f2fce1cbffb42bab109c7bbe76.jpg,Disgust
2,0,258361978001,435068480,海燕御风,6,男,这些房子的主人是因为不想要了，所以找艾叔帮忙宣传宣传吗？还是单纯的展示？,2025-03-31 13:16:32,0,0,藏锋，隐志，戒欲，省身，求实，慎言，节情，向善。,未知,是,https://i2.hdslb.com/bfs/face/1bef2d37088f8b2d3cfa36c00d41458e33a77005.jpg,Neutral
3,0,258188636689,3493104728410388,建建2000,4,保密,真好看这房子，我有动力了[doge],2025-03-29 12:15:13,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
4,0,255139260273,612679764,夏侯粥蛋,5,保密,"上海新天地的「中海·顺昌玖里」作为黄浦区核心地段的豪宅项目，房价因产品类型和面积段差异而有所不同。以下是综合各渠道信息整理的最新房价详情：
高层住宅价格
   均价：约17.2万元/平方米  
   面积范围：151-325㎡（主力户型）  
   总价范围：约2600万元至5600万元  
     512套高层房源已于2024年分三批次入市，开盘当日销售额达200亿元，市场热度较高。
风貌别墅价格
   均价：约29.8万元/平方米  
   面积范围：199-540㎡（联排及独栋别墅）  
   总价范围：约8000万元至2.5亿元  
     首批49套别墅已售罄，后续计划加推137套别墅。
   地理位置：位于黄浦区新天地核心地段，四至范围为建国东路、顺昌路、肇周路、合肥路，邻近8、9、10、13号地铁线，交通便利。
   通过“留皮换胆”技术保留历史建筑外立面，融合海派文化特色，形成可阅读、宜漫步的街区风貌。
   包含三栋地标住宅（102-150米）、别墅群及商业配套，栋距约50米，社区内设大草坪和现代艺术装置，居住环境兼具私密性与开放性
  
如需获取最新房源动态或预约看房，可联系官方售楼处（电话：400-996-6224等）",2025-02-19 15:21:46,0,0,,未知,否,https://i0.hdslb.com/bfs/face/acd5c70d13af74b32ed734ca935cc6a4372bbdfc.jpg,Neutral
5,0,252526328144,475462904,马厅助理,6,男,这房子不错，谁来跟我拼一单,2025-01-16 05:41:33,0,0,一个走失在人海里找不到的亦如你不能在人海寻觅的我,未知,否,https://i2.hdslb.com/bfs/face/5c91ba1e5b9ef2da05924077c24e0922c2740faa.jpg,Joy
6,0,250106027344,252688435,-尹狗剩-,5,男,买了一套，怎么说呢，小了点，但还算舒适，劳累一天之后把自己包裹其中也不失为一种对生命的诠释，孩子也很喜欢，，，，对，我说的是浴巾,2024-12-19 09:12:57,0,1,憋说话，我就说一点。,未知,是,https://i1.hdslb.com/bfs/face/196c789c45eb3893ac4d53de0b824ffbbd2a29d8.jpg,Joy
7,0,247570522193,481414986,此情可待成追忆0000,5,保密,外地人不太能接受这种风格[笑哭]我还是喜欢大平层[呲牙],2024-11-24 01:47:34,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
8,0,247456416544,313929,金大大锤,6,男,就住旁边，能看到钢结构顶上已经锈了[doge],2024-11-18 12:00:05,0,0,战斗爽,未知,是,https://i0.hdslb.com/bfs/face/9c836328d131b01b4b03ce2127cc12679777325a.jpg,Neutral
9,0,245970504177,2961686,集妹妹,5,保密,顺昌玖里和建国里真的很漂亮，地段也是无敌,2024-11-04 03:10:51,0,3,"╯ 　乀
ヘ　 へ
　′
　﹀",未知,否,https://i2.hdslb.com/bfs/face/3d568d0054baddf3ddea0a5d26f306e10e78e355.jpg,Joy
10,0,246159370112,86872720,M逗好吃捏,5,男,@鲱鱼罐头盒能给我买一套不？,2024-11-03 00:59:53,0,0,:D,未知,否,https://i1.hdslb.com/bfs/face/dd6d59e843e8c18229762b9682d1ab27ac57be7a.jpg,Expectation
11,0,246092590496,1357095540,橘子跳跳糖aaa,4,保密,@Vi白驹今晚做梦用这个,2024-11-02 06:28:25,0,0,f(^^),未知,否,https://i0.hdslb.com/bfs/face/aab675568e4cb728357cb8102c59615dc80c1af8.jpg,Expectation
12,0,245782681857,7243082,长铗映日光能斫千年椿,6,男,这套确实很有感觉哈哈，可惜我买不起,2024-11-01 16:58:58,0,2,,未知,否,https://i2.hdslb.com/bfs/face/26f1c3803355de59725cfe27159590eee9e82cdb.jpg,Regret
13,0,245782648945,7243082,长铗映日光能斫千年椿,6,男,这套无论室外室内都好好看啊,2024-11-01 16:56:28,0,2,,未知,否,https://i2.hdslb.com/bfs/face/26f1c3803355de59725cfe27159590eee9e82cdb.jpg,Joy
14,0,245495047520,247302728,太疯癫泰拉石,5,保密,是不是只有当新服的开服玩家才能住,2024-10-26 03:15:54,0,0,,未知,是,http://i0.hdslb.com/bfs/face/member/noface.jpg,Expectation
15,0,244997157345,495485913,坐高铁游台湾,5,保密,[doge_金箍][doge_金箍]各位富豪又来看新房子了啊？,2024-10-22 13:25:54,0,0,他人一生是风雨,未知,否,https://i0.hdslb.com/bfs/face/fc3eaf1ff7315be948c0b16a2a9c2e6b8419e4eb.jpg,Surprise
16,0,245195313616,508352509,一骑绝尘浪随风,5,保密,一个房产博主，还TM的夹带私货！什么东西？,2024-10-22 04:27:34,0,0,一骑绝尘千里笑，回首不见梦中人,未知,否,https://i1.hdslb.com/bfs/face/30947d9cd52a1b796d66c14fa695fba6cf1f49e5.jpg,Anger
17,0,244913585185,21654462,阿茶yeahoo,6,女,这装修，有品味,2024-10-21 10:38:49,0,1,"(´･ω･`)阿茶的直播间：晚间出没！
堡垒之夜交流群：922628611",未知,否,https://i0.hdslb.com/bfs/face/6f21138195270e9355705ed38970d10f52fef978.jpg,Joy
