序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,262127974224,381940124,雪雨冰雾,6,男,想赚哈夫币和想猛攻其实是两回事，如果降落的位置好能迅速舔完保险和重要地点是能避免冲突就尽量避免冲突，差不多了就撤，保住成本的撤离永远都是赚只不过是多少的问题。想打架必然是离不开高价值起家，夺舍的过程中都是参杂着赌和运气的成分，你早晚会有掏空家底的一天。,2025-05-05 17:35:25,0,0,人生不过如此。你还想怎么样？,未知,否,https://i2.hdslb.com/bfs/face/dffccff0071233c0491c1002d97616a954bf5f44.jpg,Regret
2,0,262126091984,375369811,牢一直大,5,保密,不是几千万几个亿抽砖差评,2025-05-05 16:52:47,0,0,最喜欢开小号p图发到dy贴吧看冰清玉洁的理中客人间清醒锐评。拜托看这些小丑真的是不可多得的乐子。你是不是急了想开小号一击脱离过来无能狂怒,未知,否,https://i1.hdslb.com/bfs/face/b2546774925cf1320c67fa8aa081a85aa6b99e8b.jpg,Disgust
3,0,261040398465,3493104101362650,摸生苟鱼,3,保密,不过日子了，这么豪华[doge_金箍],2025-05-04 04:48:45,0,0,,未知,否,https://i0.hdslb.com/bfs/face/83198cfa91821bd102e85d897c08b96ea015bea5.jpg,Joy
4,0,261775247888,291338010,白夜嵎,6,男,都是爆仓了 才去卡装备猛攻[doge_金箍],2025-05-01 19:51:47,0,0,关注三连 有好游戏资源下载,未知,是,https://i0.hdslb.com/bfs/face/eb101ef90ebc4e9bf79f65312a22ebac84946700.jpg,Neutral
5,0,260837919937,1558240463,莫默默默无闻,4,男,勇士其实真没uzi舒服，同样的修脚蛋容错率更高也更实惠,2025-05-01 16:56:44,0,0,"一位在业内七年的兽装师，平时干点中介，想入坑的可以私信问问
QQ:1534450313
",未知,否,https://i2.hdslb.com/bfs/face/f54dde9a3ac1bde7b735bb3e4b0b7123c5279817.jpg,Neutral
6,0,261768317200,16461443,加班中的老finka,6,保密,你真别说，带个紫色自闭头，这一套盾构还真能玩[赛博撸猫_猫瘾犯了],2025-05-01 16:43:23,0,0,,未知,是,https://i2.hdslb.com/bfs/face/52bfc5ad6bc8b92d20d3fba411db7f90a071f23d.jpg,Joy
7,0,260833676465,3546613878360176,阿巴-阿巴阿巴阿巴,4,保密,仓库98.2M连四套我都不舍得起,2025-05-01 15:50:03,0,0,阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴阿巴,未知,否,https://i2.hdslb.com/bfs/face/64d7febd49a6a8e28bf235616d5679cbb5095db2.jpg,Regret
8,0,260809196801,3546758609111867,青龙山散修,3,保密,这个装备也是一脚踢死呀，太脆了。,2025-05-01 10:48:18,0,0,,未知,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
9,0,261694716192,305811632,水成冰Zz,6,男,改什么枪啊 加个倍镜就开了,2025-04-30 23:48:45,0,0,尘归尘，土归土,未知,否,https://i2.hdslb.com/bfs/face/a14bce18cdc1c30e3e219aee18b22ba28835fac5.jpg,Neutral
10,0,260571472577,3494362499517183,金语圣诞节额,4,保密,救命啊，1500W了染上sr3m了咋办,2025-04-28 10:29:13,1,3,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Surprise
11,0,261487071152,1303004,Hurrican_,6,保密,@无敌大焊工,2025-04-28 08:54:04,0,0,,未知,是,https://i2.hdslb.com/bfs/face/9a99bf2108c5ebd919056042705d1d78fd038451.jpg,Neutral
12,0,261286891840,205548444,Akirelal,6,保密,普坝地皮享受者[doge],2025-04-25 19:01:47,0,0,硬核FPS玩家,未知,是,https://i0.hdslb.com/bfs/face/902e8e47778925ff86b1e9ff729651e024ba29db.webp,Joy
13,0,261177044800,130781020,丛雨跟夏娜天下第一,6,男,天哪，止疼药，野牛冲锋枪，三甲三头！这日子还过不过了？[傲娇][傲娇][傲娇],2025-04-24 11:39:57,0,0,我知道了！你是那种涩涩的人！,未知,否,https://i1.hdslb.com/bfs/face/85c212848af1f7922d396ef37f34b85331079d7c.jpg,Surprise
