序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,261928150720,486091928,兔子洞的蘑菇,5,保密,有个屌用老子踏马刷出来一复活就死对面好几个挂[笑],2025-05-03 13:37:24,0,0,,未知,否,http://i2.hdslb.com/bfs/face/e29948efa7ae0b97549544bb3833a2685ba015f4.jpg,Anger
2,0,260939092801,1534425384,汐洛儿Xiluo,3,男,我这一句我操他妈(´;︵;`)，我他妈当时搁青楼单词11个人，还差一个[大哭][大哭][大哭],2025-05-03 01:42:44,0,0,日入两块五，命比咖啡苦,未知,否,https://i0.hdslb.com/bfs/face/a9e9341c10fa652f6069cb6577f2e865ad235467.jpg,Sadness
3,0,260850317089,18142264,基加诺斯的苍鹰,6,男,开匹配不开排位 打出来4个了[嘟嘟],2025-05-02 00:39:26,0,0,,未知,是,https://i1.hdslb.com/bfs/face/e0a6afb094cac64a8677192a9a05dbcd7bde2024.jpg,Disgust
4,0,261723629584,1879337635,沫食堂c,5,男,看来我与天才少年无缘了[tv_难过],2025-05-01 06:56:29,0,0,,未知,否,https://i1.hdslb.com/bfs/face/633796a9223c41751a2d6d59c2e36bd87e5216cf.jpg,Sadness
5,0,260769711361,3546752930023764,muaヽ一组窗户,3,保密,猜他为什么是U盘？,2025-05-01 01:19:22,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Surprise
6,0,260501179393,3493130812787282,颜艺大帝,3,男,燃尽了[大哭],2025-04-27 11:36:15,0,0,,未知,否,https://i2.hdslb.com/bfs/face/73a42878bd4d5cd259eb598ab42e686d4e0679a4.jpg,Sadness
7,0,261321538704,13481330,我也爱吃烧鸡,6,保密,新号最好做，,2025-04-26 07:02:56,0,0,乐于助人哈利鸽,未知,是,https://i2.hdslb.com/bfs/face/91a50e7bf354841aa7b439c38956cfe0338e865a.jpg,Joy
8,0,260215660881,23501689,黑川桐子咕噜姬,6,保密,只要我不知道这个徽章是什么意思，在我这就装不了b,2025-04-23 17:11:22,0,0,"喜欢冷门的。替不能活的人活着，永不毕业。
48小时不播就是去喵星了，请把我撒进海里。
月下之约是君谎言，今夜月美愿君长眠。
独自一人，至此。",未知,否,https://i1.hdslb.com/bfs/face/7d930a5afe3de6d1ecb1c5619d8555d082f584cd.jpg,Disgust
9,0,260972695968,135647327,咸鱼流浪二次元,6,男,前几天偷敌后方人机,2025-04-21 17:18:07,0,0,你个**来追我呀,未知,否,https://i2.hdslb.com/bfs/face/daa2c558252ffb4113eab35864077823a550af19.jpg,Neutral
10,0,259980509985,1691322376,红糖糕糕子,5,女,"接单天才少年，大学生纯绿
具体价格看大战场段位：55-88元
有意私信11111",2025-04-20 14:47:36,0,0,鶸,未知,否,https://i1.hdslb.com/bfs/face/4de259256d930c45a3fb926e3dadf8bfebbbee4f.jpg,Neutral
11,0,260872481472,2033791335,垂钓_羡鱼,4,保密,交作业，这个真有用,2025-04-20 13:12:46,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
12,0,260863226848,1544035424,欧内的手一好汉,5,保密,"不行,到后面虽然统帅图标少了,但对局里面全都是天才少年，后面更是离谱，每一次被击杀，看对面图标就是天才少年，打不下去了[笑哭][笑哭]",2025-04-20 11:19:16,0,0,不论期待于未来，还是执着于过去，只是一沙子粒，我们相信时间之外任有自由的存在，,未知,否,https://i2.hdslb.com/bfs/face/2078200cce4cf03fef8f68c23d341b2c7f0569f4.jpg,Regret
13,0,259510722961,5569672,ZnfiGhT,6,男,机密绝密都已达成[吃瓜][吃瓜][吃瓜][吃瓜],2025-04-14 15:03:33,2,5,故事,未知,是,https://i1.hdslb.com/bfs/face/5325c16af92e9ae54f9f83c150e17ae3bb5be95c.jpg,Neutral
