序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260660915824,625226,11月11号,6,保密,盾狗如果钩子能像机器人那样位移就牛逼了[吃瓜],2025-04-18 05:38:25,0,0,当你打开我的主页，你就已经输了，我的观点像刀刃一样已经深深扎进你的心里，你焦急的点开我的主页，可是我从不看私信和回复，所以你无法反驳只能着急,未知,否,https://i2.hdslb.com/bfs/face/01404a6788fca8f41a505ad7c227bc0f3a11b1f8.jpg,Expectation
2,0,259112352960,400871626,我在b站修贵物,6,保密,航天捞尸人,2025-03-30 13:49:35,0,0,,未知,否,https://i1.hdslb.com/bfs/face/63a7c414f39b1c782f66b7eff1d8e3e9e39276c0.jpg,Neutral
3,0,259059545328,3546724844964140,呆银枭的警告人员,2,保密,？。,2025-03-30 03:14:35,0,0,,未知,否,https://i2.hdslb.com/bfs/face/df49c851a34f53983094108f38a548508c0e653c.jpg,Neutral
4,0,255431672672,702010439,啃鞋皮嘿嘿嘿,5,保密,能把专勾上来吗,2025-02-15 03:06:37,0,0,,未知,是,https://i2.hdslb.com/bfs/face/5f0d89d2c9a854f928ec4f45fdb5f1ed451ce9a4.jpg,Expectation
5,0,255361069504,385488512,不知名的dole,5,男,勾缝你怎么在这里,2025-02-14 09:01:54,0,0,"太懒了
",未知,是,https://i2.hdslb.com/bfs/face/406852caa172452c13f8da56772f1740543737a9.jpg,Surprise
6,0,255320546304,1947479335,一只鱼子福,4,保密,孩子们，今天只要掉进这粪坑里头，你就无法救援了，直接成盒[大哭],2025-02-13 23:33:15,0,0,,未知,否,https://i1.hdslb.com/bfs/face/2afdd05d59092804664cb852be95f98ac6b35827.jpg,Sadness
7,0,254619946065,1892434861,只想摸鱼の我,4,保密,野排的帮我把朋友捞上来过[笑哭],2025-02-13 17:11:41,0,0,,未知,否,https://i1.hdslb.com/bfs/face/20603ba58bae4cf47fbbb1fb548141b491b18c32.jpg,Joy
8,0,254338107281,3546668341398487,好地方土地,2,保密,这都尸僵还能救回来,2025-02-10 20:58:37,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Disgust
9,0,254149500017,3546847234754981,每个视频下都有我,2,保密,黄金矿工之搓搓背,2025-02-08 21:08:44,0,1,"我将立志走遍每一个视频
当个乐子看吧",未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Neutral
10,0,254034679265,1706969981,小雨FQB,3,保密,盾哥能开保险,2025-02-07 14:40:39,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
11,0,254032884577,512354354,聪明且茶茶,5,保密,@冷门前锋十年信仰玩家 看错了，是4级甲，不是3级甲，但是我是3级头，下面那两枪胸口还是我跑的时候被他打到的，这种ttk我要是有队友给他们三个全杀了，我这是有一枪头三枪胸口，他还打我八枪，哥们儿,2025-02-07 14:21:57,9,0,这个人有点可爱，啥都不想写啦,未知,否,http://i2.hdslb.com/bfs/face/1c873da6924ba09b8bdef3819790d1aa696b919c.jpg,Regret
12,0,254027669473,400405455,波菲bofei,5,男,队友：豪盾哥[点赞],2025-02-07 13:27:46,0,0,出卖世界的仁肉干,未知,否,https://i0.hdslb.com/bfs/face/6c7632be88947d283a251f3ae34ddaf96270c6f4.jpg,Joy
13,0,253865112609,24086996,hantai酱_,6,男,咱也不敢说咱也不敢问[doge],2025-02-05 19:05:26,0,0,遇事别较真，宽心一点，烦心事是越想越多，总能过去的。,未知,是,https://i2.hdslb.com/bfs/face/248042aa1de2cc982ce4f2e4a959b16e86ed07d1.jpg,Neutral
14,0,254489384960,1729978721,佰戒-色孽大魔版,4,男,浮力神秘肘击王,2025-02-05 11:27:11,0,0,（阴暗的爬行）,未知,否,https://i2.hdslb.com/bfs/face/d124ff0356a9bbb76938e05cada311e71a614446.jpg,Neutral
15,0,253769531697,454535450,天空一场雨,5,男,但是我的下去了不是二倒，是直接撤离失败了是怎么回事，当时死了就什么也没动啊？？？,2025-02-04 17:47:17,1,1,如果你是梦想路上唯一的高墙，越过去你将照亮全世界,未知,是,https://i2.hdslb.com/bfs/face/855e044a75e86cda52662b3e77a4bafc410c80dc.jpg,Neutral
16,0,254396862016,669441723,梦幻窗户,4,保密,@仲什么忉,2025-02-04 12:07:11,0,0,,未知,否,https://i0.hdslb.com/bfs/face/e6456c8c03b63d167fa4a3e648fc1647030526e5.jpg,Neutral
17,0,253726712737,1171942388,Karl_Cano,5,保密,并非唯一,2025-02-04 09:28:06,1,0,虚无但不缥缈,未知,否,https://i2.hdslb.com/bfs/face/06907c52454306fb694cbd12be28eb589567ae64.jpg,Disgust
18,0,253724071345,517603573,阵列服务器,2,保密,俩赛季都肝了3x3，价值不减反增了[doge_金箍],2025-02-04 08:57:16,0,0,,未知,否,https://i1.hdslb.com/bfs/face/8855b17f6eda6d7d0c844aecd6f4d078d23bf9e8.jpg,Joy
19,0,253700380273,354331863,Man1aque,6,保密,除了走为上计其他都是一把过嘻嘻[汤圆],2025-02-04 03:59:27,0,0,生活索然无味 尸体cos人类,未知,否,https://i0.hdslb.com/bfs/face/61c04e8f1e6108e959bee259a7e5e765b195410a.jpg,Joy
31,0,254146973616,321236843,洒子哥,5,男,盾哥有点说法，单三克星，反正我是打不过,2025-02-01 22:06:02,0,0,接3x3赛季/部门任务，纯绿可直播?：sazige23,未知,否,https://i2.hdslb.com/bfs/face/f51da66d306ee5b403f28198f9fa5513782a58fa.jpg,Joy
32,0,254133677328,26779000,叁含贰,6,男,可以钩盒子吗,2025-02-01 16:03:08,1,0,号50出了，买的话当我没说。,未知,否,https://i1.hdslb.com/bfs/face/1e4e803270680ed2b82a5d9f99955a150563c3f6.jpg,Expectation
33,0,254061962944,3494351827110615,喜欢抽阿贾的雷诺,4,男,搁着钓鱼呢 ？,2025-02-01 02:29:07,0,0,,未知,否,https://i0.hdslb.com/bfs/face/33d4723906c0929a99b88e57baf8fbc4afe05879.jpg,Neutral
34,0,253957009296,515516528,二次元并不完美,6,保密,准星对上了就行了其实,2025-01-30 19:57:27,0,0,少年，你相信命运吗,未知,否,https://i2.hdslb.com/bfs/face/926cd585773df72777546bd50c2713282f857701.jpg,Neutral
35,0,253275611441,179317690,佛系青年Li,6,男,这游戏给盾构哭弱的有点隔壁农药给貂蝉哭弱的感觉了[呲牙],2025-01-30 10:26:22,1,0,习惯性孤独,未知,否,https://i1.hdslb.com/bfs/face/751f0b2979cc353d2c8a165b700b977146f68d5a.jpg,Disgust
36,0,253913478576,496643348,所至皆正义,5,保密,玩深蓝必堵总裁，仓库里绞的枪都卖不光了，压仓了。,2025-01-30 10:07:48,0,0,,未知,否,http://i1.hdslb.com/bfs/face/79d2e35cce2ee1d7f0a45afa1e4a602ae15eee0e.jpg,Disgust
37,0,253880241840,272923308,苏联超级英雄,6,男,这不是我们apex的G7人吗[大笑],2025-01-30 03:11:54,0,0,遇到蠢货不要说服，不要对骂，想办法卖给他保健品。,未知,是,https://i0.hdslb.com/bfs/face/e84794e59beaaa2fd4213e4e4b6e34b05c5c9fa3.jpg,Joy
38,0,253871789280,355600405,燃千古,6,男,昨晚，我打了三把机密深蓝是唯一我能打到先手，我打不过的角色，然后还把我拽过去吃地刺。同样也是最蠢的，我第一次看到乌鲁鲁的燃烧弹能烧死人但尼玛他又跟你同归于尽的能力[笑哭],2025-01-30 01:13:14,0,0,早上好，中午好，晚安,未知,否,https://i1.hdslb.com/bfs/face/50ccc6f630dc69fdf6e1652818b749e5f5a0f151.jpg,Surprise
