序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,258183456000,3493077622721313,吹长笛的橙子,4,男,理想很丰满，现实很骨感[笑哭][笑哭][笑哭]（曾经玩坦克被78威龙的“红包🧧”炸成铁板鱿鱼了）,2025-03-19 13:16:02,0,0,啊吧啊吧,未知,是,https://i0.hdslb.com/bfs/face/9b0569eb5e21e991f5b6549a9f236e0c4b92ea8b.jpg,Regret
2,0,256158939664,251077225,自嘲本尊,4,保密,我这个操作应该不是很好吧,2025-02-23 05:07:54,0,1,,未知,否,https://i1.hdslb.com/bfs/face/c6d6bffbff8ad9bf966f565d02c6e6de5bff6c31.jpg,Regret
3,0,252709640193,3546612024478077,德意共和国,3,男,你乙被敌方标记成高危险载具。[微笑],2025-01-24 08:17:04,0,0,,未知,否,https://i0.hdslb.com/bfs/face/c6e6e75fb396d14719e1a0d2eeb8f2ee6fe4ddc7.jpg,Joy
4,0,252017855233,1764844676,肺雾贝利亚的权威,5,保密,迷你世界也出了一个大战场，只不过没那么大,2025-01-17 01:55:32,0,0,,未知,否,https://i2.hdslb.com/bfs/face/419a60b3e9a64d698a050a9549c7c5a9cc1863c4.jpg,Neutral
5,0,249183566432,3546708644465400,あなたのサービスはど,4,男,可,2024-12-08 14:17:00,0,0,事到如今，先吃饭吧……,未知,是,https://i0.hdslb.com/bfs/face/6e248cb83fe128898c3cc5f3cc8b595c52468f3a.jpg,Neutral
6,0,245257508256,3493081250794214,shgggvuh,4,保密,性质变了，现在威龙老牛逼了,2024-10-23 00:34:08,0,0,,未知,否,https://i2.hdslb.com/bfs/face/52c0f7c099a396ca2c1c71ca13c5da8a852785b1.jpg,Joy
7,0,245073118320,1131620019,李子很好吃呢,3,保密,威龙：两个c4就老实了,2024-10-20 11:58:02,0,0,,未知,否,https://i0.hdslb.com/bfs/face/272b87adc33738fab78ad722e0b2003546994ec5.jpg,Joy
8,0,245047379600,3493116648622443,一口氢新,4,男,手游都炸不到人，放着听个响,2024-10-20 06:10:15,0,0,鬼畜区常驻人口,未知,否,https://i0.hdslb.com/bfs/face/66b7a69d9874882f2cf99dbd244b791ba612ee17.jpg,Disgust
9,0,244791864737,3493106745871157,91安宁,4,保密,我就随便打打。,2024-10-19 18:47:26,0,0,,未知,否,https://i2.hdslb.com/bfs/face/f13e32ed84a822801277e644a3f9cb6d92a58f88.jpg,Neutral
10,0,244784599632,424592124,坠凌丶,5,男,有次打爆一个四轮给了一万多分,2024-10-17 03:05:09,0,0,人辜  人皆有罪,未知,是,https://i0.hdslb.com/bfs/face/91f8a0daf1ad9e25a183f12914e25fcac147b259.jpg,Joy
11,0,244757789360,2056224446,鸣明d小人,3,保密,"我都拿了35,000多分。",2024-10-16 14:47:56,0,0,,未知,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,Joy
12,0,244521650801,39599991,Anny-An,6,保密,攒了一整局的分数买的导弹还没炸，就因为最后一个点打不进去时间到就输了战绩可查[黑眼圈_金箍][黑眼圈_金箍]昏君队友啊！,2024-10-16 09:02:38,0,0,爱嗑?，少管我,未知,是,https://i0.hdslb.com/bfs/face/4bad29f8994edb6137dd9845655f330c0062d72b.jpg,Regret
13,0,244513890097,1747547779,可利可利害啦,5,女,我方载具已被标记为高威胁目标[OK],2024-10-16 06:34:57,0,0,保持善良,未知,否,https://i1.hdslb.com/bfs/face/c5dedfe6684408615c0ddbac76a0466989cd8539.jpg,Neutral
14,0,244631892944,1091229003,艇长阁下,4,保密,[tv_害羞],2024-10-15 01:35:42,0,0,,未知,否,https://i0.hdslb.com/bfs/face/8a7ff9439d2c6ad8b81c3abe69666a74a84e3616.jpg,Joy
15,0,244342262065,26879853,关系户天下第一,6,男,不如JB-2,2024-10-13 16:09:45,0,0,我这个人懒死了，什么都不想写bilibili- ( ゜- ゜)つロ 乾杯~,未知,否,http://i0.hdslb.com/bfs/face/a274dc118779c526612640b684ad194be8e600ae.jpg,Disgust
16,0,244518120480,1260399624,成分复杂的it,4,保密,想要刷分还是建议去救人,2024-10-13 12:23:26,0,0,我是it!it!it!,未知,否,https://i0.hdslb.com/bfs/face/e3dd3298140b7823a3f00fae40d613a2d95427a2.jpg,Regret
17,0,244514196400,3494362535168028,诗人或许如此,4,保密,这游戏唯一的优势就是垄断,2024-10-13 11:33:30,0,0,,未知,是,https://i0.hdslb.com/bfs/face/d3822ca2dd4e9ed6ac606081f101c57ae22215e9.jpg,Disgust
18,0,244318633937,673729852,缘之鸢,4,保密,哥们，几几年的？这还未来呀,2024-10-13 11:05:04,0,0,,未知,否,https://i1.hdslb.com/bfs/face/abf41ed3be9670124c4446b09f2fa9a3c0930f42.jpg,Surprise
19,0,244307219793,2115359493,NON-muman_eleven,4,女,我还记得那次进攻方好不容易搞出来个主战坦克，我们有人放了个重生信标后全成王宇浩了[笑哭],2024-10-13 08:28:00,0,0,俺要van原神,未知,否,https://i0.hdslb.com/bfs/face/6da946e85f87d522b01dea2d886e9848adcae735.jpg,Joy
20,0,244303330785,1664596194,孤兀鹫,4,保密,今天打出了玩三角洲开始第一发导弹[笑],2024-10-13 07:28:43,0,0,,未知,否,https://i0.hdslb.com/bfs/face/3bfd8329794cac9d24aba36cab91076e7dd00570.jpg,Joy
21,0,244299037761,3493123447589359,小熊喜欢月亮嘛,3,女,我拿着G17在小巷子里杀疯了。[吃瓜],2024-10-13 06:23:45,0,0,没有素质，遇强更强。,未知,否,https://i1.hdslb.com/bfs/face/405d464d83564f109eff178797ed016563221689.jpg,Joy
