序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,262045820704,1663476336,SW枪槍,5,男,"8=100 
15=200 
（新客优惠10=200）
35=500 
70=1000 
现在上号 纯绿跑刀
不动仓库 纯跑刀
有需要的老板请看我主页",2025-05-04 21:49:36,0,0,wx:k1313255,未知,否,https://i0.hdslb.com/bfs/face/7ae694bcf739a3f79283dde570560a538a2234b4.webp,Neutral
2,0,261701449344,3537119452596436,我叫仓小鼠,3,男,那个在行政楼里面可以刷香槟的地方，也可以刷强力吸尘器。,2025-05-01 01:54:58,0,0,一只爱玩射击游戏的鼠鼠。,未知,否,https://i1.hdslb.com/bfs/face/126ef193ad9b00811ad18de646f1b2264c71bef1.jpg,Neutral
3,0,260825090912,3546740259031623,bili_71664591717,3,保密,你不放地图位置，我怎么知道在哪里啊，求求了，给个位置吧,2025-04-20 03:13:15,0,0,,未知,否,https://i0.hdslb.com/bfs/face/f5c54f9ee2e89b5654bfb92b21e8d7bd970feda6.jpg,Regret
4,0,259308056929,3493134136773058,啤酒鸭鸭鸭鸭吖,4,保密,upup可以在地图上标个点吗 萌新不熟悉地图哇[大哭],2025-04-12 05:36:55,0,1,一个玩wotb、wwr、a9(ns)的屑高一牲～,未知,是,https://i1.hdslb.com/bfs/face/de902415631545f6fb78e279b5a6762db11c2054.jpg,Sadness
5,0,258907536849,1024193369,無想的一刀6,5,男,你这仓库里红还没我多呢。,2025-04-07 03:39:30,0,0,,未知,否,https://i2.hdslb.com/bfs/face/9f6502fb3ca343f47039d0e4b3ef2205ae5afd32.jpg,Neutral
6,0,259582015456,3546677833107828,亚洲分部GTI威龙,3,男,我和队友玩红狼全图游走就没摸到过大金。最后1分钟我们正好把全图走完，然后呢直接撤不了了。,2025-04-05 03:26:36,0,0,,未知,否,https://i0.hdslb.com/bfs/face/b2d0d806998deaaf1bb947563ffc8a7e91afec39.jpg,Regret
7,0,259582007872,3546677833107828,亚洲分部GTI威龙,3,男,我没出过，好吧。,2025-04-05 03:26:18,0,0,,未知,否,https://i0.hdslb.com/bfs/face/b2d0d806998deaaf1bb947563ffc8a7e91afec39.jpg,Regret
8,0,258715452881,474717370,羊驼233,6,保密,出炮弹了,2025-04-04 17:19:12,0,0,,未知,否,https://i1.hdslb.com/bfs/face/e02f70e16ae1282f2ee50d02c087bdc33d2574b0.jpg,Expectation
9,0,258528060400,3493080265132521,强盗穆,4,保密,被蹲车里点了[笑哭],2025-03-23 14:55:10,0,0,,未知,否,https://i0.hdslb.com/bfs/face/bb022b23b02397e4a94b5d3b88740b176b054063.jpg,Joy
10,0,257648769409,1692332062,嗷呜通灵中,4,保密,我只能说聊胜于无，打了一天了，逛完全场发现这些点位一个都没刷过,2025-03-22 18:09:52,0,0,,未知,否,https://i1.hdslb.com/bfs/face/ebfb220dd8c10c7d62fd89f4c4343bf83089c695.jpg,Regret
11,0,257450467489,1909428761,XLP2011,4,保密,补充：水泥厂宿舍旁边的桌子上也会刷军用炮弹,2025-03-20 10:35:53,0,0,,未知,否,https://i2.hdslb.com/bfs/face/fe764123fd8734b44c84d5b68454ff481334c2ae.jpg,Neutral
