序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,260851508897,182644080,江河姜禾,6,保密,这个蜂医就趴在那一枪没开啊[Ave Mujica_挺好]，三个侧身不打是人类吗？,2025-05-02 01:00:37,1,1,,未知,否,https://i0.hdslb.com/bfs/face/79d8245a9fa3abcbbe29e46a6141498c9a345e9d.jpg,Anger
2,0,261720048784,475321601,-图灵酱,5,男,子弹太贵了,2025-05-01 06:05:19,0,0,繁星无法超越,未知,是,https://i2.hdslb.com/bfs/face/54c6bd12cfcc7bf246011d1c3750bb51657aebf0.jpg,Disgust
3,0,260742433841,324324455,行为艺术家-抽象派,4,男,不如250一根毛4蛋打六头只需三枪[doge],2025-04-30 13:58:44,0,0,,未知,否,https://i2.hdslb.com/bfs/face/cd26997aacb4d28c593a004dc83c98e4c0e921bb.jpg,Neutral
4,0,261609567616,374328149,桐-子-木,6,男,"大学生纯绿跑刀不动仓库
8＝100W
15＝200w
38＝500w
80＝1000w
不动老板仓库，男大纯手跑
打前仓库截图，可以百万一结
欢迎老板下单[星星眼]",2025-04-29 21:36:15,0,0,"(｡ì _ í｡)需要代代的请联系wcu8577
",未知,否,https://i2.hdslb.com/bfs/face/649caf20fb8aaf2ddf021d4e8ed5ab0cbcb9c3b8.jpg,Neutral
5,0,260632116497,437932697,哦沙湖,5,男,拿这个鸟枪玩巴克什地下打一个三人队三个5套没打过，出去以后看对面三个七滴血，牛魔的,2025-04-29 06:22:13,0,0,,未知,否,http://i2.hdslb.com/bfs/face/d3950a40b8635bb1187d391f93acce154a333734.jpg,Regret
6,0,260627354625,299962769,我他马莱纳,6,男,口径即是正义,2025-04-29 05:04:37,0,0,哦呀哦呀～,未知,否,https://i2.hdslb.com/bfs/face/0b6af166d44c802a1f4835a5778f5755d6b6e818.jpg,Joy
7,0,260610068065,175065956,゚゚゚゚你的影月月,6,保密,这枪其实算是t0枪或者t1，但有两个缺点导致不出彩，练习成本高，需要花时间，毕竟不是那些激光枪或者很稳的枪，射速慢导致空枪就会大大提升击杀时间，尤其是近距离，不空枪谁也不怕，空一枪野牛都有可能反杀，配件很贵又没得选，但这两样缺点是你的问题不是他的问题[doge],2025-04-29 00:09:09,0,2,ⓘ该账号封禁中,未知,否,https://i2.hdslb.com/bfs/face/deb3f484b340a734b13cab763166410d29a436fe.jpg,Regret
8,0,261526359568,1297587644,是腾宇啊,5,保密,最后点h也可以,2025-04-28 17:53:53,0,0,"赛季开一个月后枪神晋级赛10米，巅峰赛私
原神接良心价肝森林书，花神书
Q956714536，注明来意即可
",未知,否,https://i2.hdslb.com/bfs/face/8934112fdd26b679cc421cf7330de2e5ca5d337e.jpg,Neutral
9,0,261476674768,505299317,映月城驻b站大使,5,保密,举报一下这个cs交易桥抢人东西，抢我一个刀片服务器，看战绩是惯犯，大家帮忙举报，谢谢各位鼠鼠碧氵甜id81208893952533179953,2025-04-28 05:50:06,0,2,,未知,否,https://i2.hdslb.com/bfs/face/65b185dc51aa1e501f64f4eef40656686d67113d.jpg,Neutral
10,0,260534396497,2119475671,他说我是太阳P,5,男,蜂医是路人吗[笑哭]全程站角落里藏着真难绷啊就好像都死了他能撤一样,2025-04-28 00:04:26,2,5,,未知,否,https://i1.hdslb.com/bfs/face/61399dee0b908a5e83cd633e186657ef1164dd9f.jpg,Disgust
11,0,260533818241,488264869,bro以为自己是奥本海姆,6,男,我比较惊讶的是你这样玩居然没开外置准星,2025-04-27 23:43:20,0,0,,未知,是,https://i1.hdslb.com/bfs/face/fca24f9382ab0d044298c7b5540b446936369108.jpg,Surprise
12,0,261444996640,589734625,失辛ions,6,保密,兄弟你这是天才，战术据枪享受开镜准度，享受低倍压枪简易度，不用抬起枪不会被枪烟枪焰挡视野，兄弟你是天才中的天才,2025-04-27 16:41:02,0,1,,未知,是,https://i1.hdslb.com/bfs/face/4622c07b7386dcd50b75042200889b1a5c907984.jpg,Joy
13,0,260519572609,396528092,慕灵音仪,6,保密,队友起来先舔包就是神作了,2025-04-27 15:31:01,0,0,,未知,否,https://i2.hdslb.com/bfs/face/c8f4e4b4d101eeb703ee5d89ea0a8ec7cf55ae4f.jpg,Joy
14,0,260519540721,341617785,这是正人君子,6,保密,和枪没用，看人，我进航天带ahs12然后乌鸡蛋忘了塞保险被人一脚踢死180发全部送人[大哭],2025-04-27 15:29:56,1,1,留下在最后的夏天,未知,否,https://i0.hdslb.com/bfs/face/5033967e0eaa6c7af65087b4e55f5fd8d419e16f.jpg,Sadness
15,0,261407358672,7187004,南城旧故_,6,保密,需要外置准星,2025-04-27 08:28:19,0,0,我这一生如履薄冰,未知,否,https://i0.hdslb.com/bfs/face/26cd402432393bba37409b65e23ef34cbf446137.jpg,Expectation
16,0,261394937600,3546753074727537,釉尹,4,保密,挂个CS，故意不救人，等人死之后拿包里大红,2025-04-27 04:55:49,2,1,,未知,是,https://i0.hdslb.com/bfs/face/423503cc83a250d4ae8ab0a6e632696575d87d59.jpg,Disgust
17,0,260446746273,8392090,LaSHs,6,保密,电子鼻屎配这枪还不错,2025-04-26 16:16:45,0,0,嘻嘻,未知,否,https://i1.hdslb.com/bfs/face/7375fdac9f113278d9b7d72a9ffbd855804a3f6f.jpg,Joy
18,0,260414306497,660782469,潺猫,5,保密,打不了远，不高改的话中距离都难压，射速太慢弹道还飘，不是满改正面对枪基本上是被M14和250这种主流武器踢死的，这枪缺点很大，需要满改才好用，我之前鼠套半改四弹总裁走廊杀连两个五套，有一说一伤害是真的高,2025-04-26 09:28:07,1,5,,未知,否,https://i0.hdslb.com/bfs/face/520bd5833420cde0f25c7321b84e9e4fb167eb6b.jpg,Regret
19,0,260404534177,1413622974,忆湾临衣,5,保密,"up,那个无名是我[星星眼]",2025-04-26 06:59:54,2,0,,未知,否,https://i0.hdslb.com/bfs/face/601faac9644ecd25060e43b004638be8afee6ab6.jpg,Neutral
20,260851508897,260867886513,179186953,鱼干798,6,男,[doge]还好他撤离了，不然怕是要分包，我还是看了录播才知道他蹲那里没开过枪[委屈],2025-05-02 04:52:08,0,0,原神V：xiaojuandg三角洲V：lx590421,未知,否,https://i1.hdslb.com/bfs/face/cc6c7a857be2a25e4be39ca892f9397dac4c0115.jpg,Sadness
21,260414306497,260414940449,179186953,鱼干798,6,男,悬浮稳定可以就是不适合没准心的，有两套30w-40w的改法，但也是都打不了远，玩着枪最好配狙，露娜可以配龙息喷打辅助,2025-04-26 09:37:17,0,0,原神V：xiaojuandg三角洲V：lx590421,未知,否,https://i1.hdslb.com/bfs/face/cc6c7a857be2a25e4be39ca892f9397dac4c0115.jpg,Expectation
22,260404534177,260415235265,179186953,鱼干798,6,男,尊嘟假嘟[吃瓜],2025-04-26 09:39:53,0,0,原神V：xiaojuandg三角洲V：lx590421,未知,否,https://i1.hdslb.com/bfs/face/cc6c7a857be2a25e4be39ca892f9397dac4c0115.jpg,Neutral
