序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,emotion
1,0,259801186865,1120501191,可怜的猫师傅,4,保密,哈？植入脑机的后果[doge],2025-04-18 13:04:49,2,0,人生一场，终有一别，但也会重逢QQ：3943151908,未知,否,https://i0.hdslb.com/bfs/face/5a87980f9778e7f3d8944c7ee2b6f2e8ee05a5a2.jpg,Surprise
2,259801186865,259802877057,1799914897,可爱の小鼠鼠,5,男,进去直接黑屏,2025-04-18 13:26:23,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Disgust
3,259801186865,259802994769,1799914897,可爱の小鼠鼠,5,男,不过他邮件里面补偿了,2025-04-18 13:26:31,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Neutral
4,0,259801186865,1120501191,可怜的猫师傅,4,保密,哈？植入脑机的后果[doge],2025-04-18 13:04:49,2,0,人生一场，终有一别，但也会重逢QQ：3943151908,未知,否,https://i0.hdslb.com/bfs/face/5a87980f9778e7f3d8944c7ee2b6f2e8ee05a5a2.jpg,Surprise
5,259801186865,259802877057,1799914897,可爱の小鼠鼠,5,男,进去直接黑屏,2025-04-18 13:26:23,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Disgust
6,259801186865,259802994769,1799914897,可爱の小鼠鼠,5,男,不过他邮件里面补偿了,2025-04-18 13:26:31,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Joy
7,0,259801186865,1120501191,可怜的猫师傅,4,保密,哈？植入脑机的后果[doge],2025-04-18 13:04:49,2,0,人生一场，终有一别，但也会重逢QQ：3943151908,未知,否,https://i0.hdslb.com/bfs/face/5a87980f9778e7f3d8944c7ee2b6f2e8ee05a5a2.jpg,Surprise
8,259801186865,259802877057,1799914897,可爱の小鼠鼠,5,男,进去直接黑屏,2025-04-18 13:26:23,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Disgust
9,259801186865,259802994769,1799914897,可爱の小鼠鼠,5,男,不过他邮件里面补偿了,2025-04-18 13:26:31,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Neutral
10,0,259801186865,1120501191,可怜的猫师傅,4,保密,哈？植入脑机的后果[doge],2025-04-18 13:04:49,2,0,人生一场，终有一别，但也会重逢QQ：3943151908,未知,否,https://i0.hdslb.com/bfs/face/5a87980f9778e7f3d8944c7ee2b6f2e8ee05a5a2.jpg,Surprise
11,259801186865,259802877057,1799914897,可爱の小鼠鼠,5,男,进去直接黑屏,2025-04-18 13:26:23,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Disgust
12,259801186865,259802994769,1799914897,可爱の小鼠鼠,5,男,不过他邮件里面补偿了,2025-04-18 13:26:31,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Joy
13,0,259801186865,1120501191,可怜的猫师傅,4,保密,哈？植入脑机的后果[doge],2025-04-18 13:04:49,2,0,人生一场，终有一别，但也会重逢QQ：3943151908,未知,否,https://i0.hdslb.com/bfs/face/5a87980f9778e7f3d8944c7ee2b6f2e8ee05a5a2.jpg,Surprise
14,259801186865,259802877057,1799914897,可爱の小鼠鼠,5,男,进去直接黑屏,2025-04-18 13:26:23,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Disgust
15,259801186865,259802994769,1799914897,可爱の小鼠鼠,5,男,不过他邮件里面补偿了,2025-04-18 13:26:31,0,0,什么视频都做的修狗,未知,否,https://i1.hdslb.com/bfs/face/fb91b37e64ee6e19a5cfa96c89bb754485cb9f35.jpg,Joy
